E. I. N.,Name,In Care of Name,Address,City,State,Zip Code,Asset Amount,Income Amount,Form 990 Revenue Amount
660366788,CENTRO EDUCATIVO JOAQUINA DE VEDRUNA INC                              ,% SISTER VIRGENMINA RIVERA         ,2017 CARR 177                      ,GUAYNABO              ,PR,00969-5140,             ,             ,             
660684038,CENTRO EDUCATIVO Y DE DESARROLLO INFANTIL DE LOS ESP ANGELES          ,% EMMA I ROCHE AGUIRRE             ,PO BOX 116                         ,SANTA ISABEL          ,PR,00757-0116,$0.00,$0.00,$0.00
660479375,CENTRO ESPERANZA INC                                                  ,% SOR CARMEN GLORIA ALAYON         ,PO BOX 482                         ,LOIZA                 ,PR,00772-0482,"$1,522,809.00","$517,321.00","$517,321.00"
660310437,CENTRO GERIATRICO LA MILAGROSA                                        ,                                   ,PO BOX 2247                        ,MAYAGUEZ              ,PR,00681-2247,"$93,781.00","$348,803.00","$348,803.00"
660225823,CENTRO GERIATRICO SAN RAFAEL                                          ,% ASILO DE ANCIANOS                ,49 CALLE CERVANTES                 ,ARECIBO               ,PR,00612-4558,             ,             ,             
660643496,CENTRO INFANTIL CARDENAL SANCHA INC                                   ,% SOR JUANITA MOLINA               ,PO BOX 7363                        ,SAN JUAN              ,PR,00916-7363,$0.00,$0.00,$0.00
660572647,CENTRO INFANTIL LITTLE ANGELS INC                                     ,% ELY E MARTINEZ CANDELARIO        ,URB SAN ANTONIO 1434 CALLE DAMASCO ,PONCE                 ,PR,00728-0000,"$14,627.00","$48,995.00","$48,995.00"
660666815,CENTRO INTERDICIPLINARIO PARA REHABILITACION INC                      ,% NO                               ,AVE CRUZ ORTIZ STELLA 107 SUR      ,HUMACAO               ,PR,00791-0000,$0.00,$0.00,$0.00
660366245,CENTRO MARGARITA INC                                                  ,                                   ,RR 3 BOX 7260                      ,CIDRA                 ,PR,00739-9917,"$3,606,227.00","$941,059.00","$936,471.00"
660577886,CENTRO MARIA MAZZARELLO ALESPI INC                                    ,% SOR MARIA OFELIA PEREZ GUTIERREZ ,PO BOX 1877                        ,OROCOVIS              ,PR,00720-1877,             ,             ,             
660552524,CENTRO MILLAJEN INC                                                   ,% ROSA MUNOS                       ,PO BOX 1783                        ,CIDRA                 ,PR,00739-1783,"$9,541.00","$118,848.00","$118,848.00"
660445431,CENTRO NUEVOS HORIZONTES INC                                          ,                                   ,PO BOX 363264                      ,SAN JUAN              ,PR,00936-3264,"$418,796.00","$416,220.00","$416,220.00"
660346303,CENTRO ORIENTACION-REHABILITACION DE DROGADISTOS Y ALCOHOLICOS DE     ,                                   ,PO BOX 220                         ,HUMACAO               ,PR,00792-0220,"$362,853.00","$73,080.00","$73,080.00"
660423758,CENTRO PARA NINOS EL NUEVO HOGAR INC                                  ,% GABRIEL MAS                      ,PO BOX 212                         ,ADJUNTAS              ,PR,00601-0212,"$326,179.00","$196,840.00","$196,840.00"
660522602,CENTRO PEDIATRICO DE LACTANCIA                                        ,                                   ,PO BOX 16554                       ,SAN JUAN              ,PR,00908-6554,"$59,209.00","$144,488.00","$57,116.00"
660593906,CENTRO PONCENO DE VIDA INDEPENDIENTE                                  ,% CARMEN MORALES MORALES           ,PO BOX 331903                      ,PONCE                 ,PR,00733-1903,"$165,258.00","$530,960.00","$530,960.00"
660569472,CENTRO VOLUNAC INC                                                    ,% CARMEN A ROSADO APONTE           ,A66 BO PLAYA                       ,SALINAS               ,PR,00751-2849,"$9,324.00","$22,761.00","$22,761.00"
660670053,CENTRO ZOE SERVICIOS DE APOYO Y CONSEJERIA FAMILIAI                   ,% WANDA M LATORRE GARCIA           ,PO BOX 4136                        ,BAYAMON               ,PR,00958-1136,             ,             ,             
666012774,CENTROS SOR ISOLINA FERRE ENDOWMENT TRUST                             ,% BANCO POPULAR                    ,PO BOX 362708                      ,SAN JUAN              ,PR,00936-2708,"$2,577,670.00","$681,450.00","$581,696.00"
660277396,CENTROS SOR ISOLINA FERRE INC                                         ,                                   ,PO BOX 7313                        ,PONCE                 ,PR,00732-7313,"$22,320,709.00","$16,688,691.00","$16,688,691.00"
660707565,CEVIN CORP                                                            ,% VIDAL TORRES PANTOJA             ,PO BOX 947                         ,ARECIBO               ,PR,00613-0947,"$2,045.00",$0.00,$0.00
660564786,CHABAD LUBAVITCH OF PUERTO RICO INC                                   ,% RABBI MENDEL ZARCHI              ,5900 ISLA VERDE AVE L-2 PMB 122    ,CAROLINA              ,PR,00979-0000,             ,             ,             
660445686,CHRISTO VICTORIOSO                                                    ,                                   ,29 AVE GUARICO                     ,VEGA BAJA             ,PR,00693-4037,             ,             ,             
660438770,CHURCH OF SCIENTOLOGY OF PUERTO RICO                                  ,                                   ,272 AVE JESUS T PINERO             ,HATO REY              ,PR,00918-4004,             ,             ,             
660490373,CINDERELLA NURSERY DAY CARE CENTER                                    ,                                   ,URB MIRADERO GARDEN CALLE COQUI 720,MAYAGUEZ              ,PR,00680-0000,"$28,171.00","$431,697.00","$431,697.00"
660606382,CIUDAD DE CONQUISTA Y AVIVAMIENTO INC                                 ,% ANTONIO I RIVERA SOLA            ,178 CALLE CEDRO                    ,MOCA                  ,PR,00676-4212,             ,             ,             
660514695,CIUDAD DE RESTAURACION SHALOM INC                                     ,                                   ,PO BOX 7644                        ,CAROLINA              ,PR,00986-7644,             ,             ,             
660514059,CIUDADANOS DEL KARSO INC                                              ,% ESTHER ROJAS                     ,267 CALLE SIERRA MORENA PMB 230    ,SAN JUAN              ,PR,00926-5574,"$251,452.00","$20,380.00","$20,380.00"
660544298,CLUB DE LEONES DE ADJUNTAS                                            ,% LUIS F ANDUJAR                   ,PO BOX 26                          ,ADJUNTAS              ,PR,00601-0026,$0.00,$0.00,$0.00
660598505,CLUB PERLA DEL SUR INC                                                ,% WILFREDO GONZALEZ                ,PO BOX 7481                        ,PONCE                 ,PR,00732-7481,$0.00,$0.00,$0.00
660481897,COAI INC                                                              ,% JOSE J MULINELLI RODRIGUEZ       ,PO BOX 8634                        ,SAN JUAN              ,PR,00910-0634,"$103,055.00","$540,510.00","$540,510.00"
660687194,COLEGIO CATOLICO NOTRE DAME CORP                                      ,% JOSE J GRILLO                    ,URB BORINQUEN CALLE SANTIAGO FINAL ,CAGUAS                ,PR,00725-0000,"$6,009,644.00","$9,411,372.00","$8,636,599.00"
660719172,COLEGIO DE APRENDIZAJE Y DESAROLLO INTEGRADO CORP                     ,% NYDIA HERNANDEZ RIVERA           ,PO BOX 578                         ,MOCA                  ,PR,00676-0578,             ,             ,             
660505420,COLEGIO DE EDUCACION ESPECIAL Y REHABILITACION INTEGRAL INC           ,% FELICIANO ORTIZ                  ,1628 CALLE GUADIANA                ,SAN JUAN              ,PR,00926-3012,"$637,590.00","$2,046,150.00","$2,046,150.00"
660197812,COLEGIO DE INGENIEROS Y AGRIMENSORES DE PR                            ,                                   ,CLL ANTOLIN N 2 ESQ SKERET V R     ,HATO REY              ,PR,00918-0000,"$13,330,294.00","$5,347,901.00","$5,347,901.00"
660653562,COLEGIO EDUCATIVO TECNOLOGICO INDUSTRIAL                              ,% SRA NILAZ LOPEZ RIVERA           ,PO BOX 1800                        ,ARECIBO               ,PR,00613-1800,"$504,155.00",$0.00,$0.00
660265804,COLEGIO EVANGELICO CAPITAN CORREA INC                                 ,                                   ,PO BOX 142247                      ,ARECIBO               ,PR,00614-2247,             ,             ,             
660589866,COLEGIO EVANGELICO DEL NAZARENO INC                                   ,                                   ,CALL BOX 69001 STE 199             ,HATILLO               ,PR,00659-0000,             ,             ,             
660527697,COLEGIO EVANGELICO FUENTE DE SABIDURIA                                ,                                   ,PO BOX 570                         ,SANTA ISABEL          ,PR,00757-0570,"$371,127.00","$350,546.00","$350,546.00"
660447192,COLEGIO FUENTE DE HOREB                                               ,                                   ,PO BOX 668                         ,NAGUABO               ,PR,00718-0668,             ,             ,             
660388811,COLEGIO NUESTRA SRA DEL ROSARIO HATO TEJAS                            ,                                   ,CALLE AA7 RPTO CALENCIA            ,BAYAMON               ,PR,00959-7926,             ,             ,             
660191857,COLEGIO PONCENO INC                                                   ,                                   ,1900 CARR 14                       ,COTO LAUREL           ,PR,00780-2147,             ,             ,             
660373751,COLEGIO RADIANS INC                                                   ,                                   ,PO BOX 371298                      ,CAYEY                 ,PR,00737-1298,"$3,634,711.00","$3,916,897.00","$3,662,130.00"
660214426,COLEGIO SAGRADO CORAZON DE JESUS                                      ,                                   ,PO BOX 331510                      ,PONCE                 ,PR,00733-1510,             ,             ,             
660212966,COLEGIO SAN IGNACIO DE LOYOLA                                         ,                                   ,URB SANTA MARIA 1940 CALLE SAUCO   ,SAN JUAN              ,PR,00927-0000,             ,             ,             
660197896,COLEGIO SAN JOSE MARIANIST CORP                                       ,% FRANCISCO T GONZALEZ SM MD       ,PO BOX 21300                       ,RIO PIEDRAS           ,PR,00928-1300,"$10,178,711.00","$4,771,555.00","$4,771,555.00"
660521701,COLEGIO SANTISIMA TRINIDAD INC                                        ,                                   ,PO BOX 548                         ,BAYAMON               ,PR,00960-0548,             ,             ,             
660380485,COLEGIO UNIVERISTARIO BAUTISTA DE PUERTO RICO                         ,                                   ,PO BOX 403                         ,BAYAMON               ,PR,00960-0403,"$85,083.00","$306,487.00","$306,487.00"
660546150,COMERCIANTES UNIDOS PARA EL DESARROLLO COMUNITARIO DE CAMUY IN        ,% RAUL AMENJEIRAS                  ,PO BOX 945                         ,CAMUY                 ,PR,00627-0945,"$971,584.00","$107,161.00","$107,161.00"
660593142,COMITE AMIGOS DEL CONSEJO INC                                         ,% RAUL CORREA                      ,HC 1 BOX 7241                      ,GUAYANILLA            ,PR,00656-9432,$0.00,$0.00,$0.00
660522895,COMITE CABORROJENOS PRO SALUD Y AMBIENTE INC                          ,% CALLE BARBOSA BETANCES           ,PO BOX 1789                        ,CABO ROJO             ,PR,00623-1789,"$133,613.00","$83,628.00","$83,628.00"
660573499,COMITE DE EDUCACION Y BEINESTAR NINOS Y ADOLESCENTES DIABETES INC     ,% FRANCISCO NIEVES RIVERA          ,PO BOX 9103                        ,HUMACAO               ,PR,00792-9103,"$41,929.00","$99,464.00","$99,464.00"
660608512,COMITE DESARROLLO SOCIAL Y CULTURAL DAGUAO INC                        ,% ANGEL LUIS COLON MENDEZ          ,145 BO DAGUAO                      ,NAGUABO               ,PR,00718-3200,"$121,685.00","$83,463.00","$83,463.00"
660399738,COMITE GERICOLA REGIONAL DE MAYAGUGZ INCORPORADO                      ,                                   ,PO BOX 1766                        ,MAYAGUEZ              ,PR,00681-1766,"$2,882,194.00","$899,984.00","$899,984.00"
660319546,COMITE OLIMPICO DE PUERTO RICO INC OLD NAVAL BASE SAN JUAN            ,                                   ,PO BOX 8                           ,SAN JUAN              ,PR,00970-0008,"$1,345,689.00","$9,271,166.00","$9,271,166.00"
590583702,COMMUNICATION WORKERS OF AMERICA                                      ,% RALPH CAMACHO PRES               ,ALT DE VILLA DEL REY S 2 ESPANA ST ,CAGUAS                ,PR,00727-0000,             ,             ,             
660678403,COMMUNITY ACTION FOR SOCIAL AFFAIRS AND HOUSING DEVELOPMENT ORGANIZATI,% FELIX CRUZ                       ,PO BOX 2231                        ,ANASCO                ,PR,00610-2231,             ,             ,             
660704402,COMMUNITY CONSULTING GROUP HEALTH AND HUMAN DEVELOPMENT PROGRAMS COR  ,% FATHER ELLIOT RODRIGUEZ          ,PO BOX 1143                        ,MOROVIS               ,PR,00687-1143,$0.00,$0.00,$0.00
660749601,COMMUNITY HEALTH FOUNDATION OF PUERTO RICO                            ,                                   ,C SANTA CRUZ B-7                   ,BAYAMON               ,PR,00961-0000,             ,             ,             
660788038,COMMUNITY PROPERTIES DEVELOPMENT INC                                  ,% ENID RODRIGUEZ                   ,PO BOX 193899                      ,SAN JUAN              ,PR,00919-3899,             ,             ,             
660570712,COMUNIDAD ORGANIZADA DE SAN SALVADOR INC                              ,                                   ,HC 8 BOX 38885                     ,CAGUAS                ,PR,00725-9423,"$99,168.00","$21,015.00","$16,944.00"
660715589,CONCERN RESIDENCE FOR IMPROVEMENT                                     ,% ANA SONIA VENTUIA                ,PO BOX 97                          ,VIEQUES               ,PR,00765-0097,             ,             ,             
660500777,CONCILIO MENONITA DE PUERTO RICO INC                                  ,% NORVAN YODER                     ,HC 3 BOX 3321                      ,FLORIDA               ,PR,00650-9658,             ,             ,             
660618348,CONGREGACION CRISTINA DE LOS TESTIGOS DE PUERTO RICO INC              ,% EDWARD M BUNN JR                 ,PO BOX 3980                        ,GUAYNABO              ,PR,00970-3980,             ,             ,             
363364297,CONGREGATION MITA INC                                                 ,% JUAN ROBLES                      ,243 CALLE PARIS                    ,SAN JUAN              ,PR,00917-3632,             ,             ,             
660501108,CONGRESO DE LIDERES DE PUERTO RICO                                    ,                                   ,PO BOX 12383                       ,SAN JUAN              ,PR,00914-8505,"$6,180.00","$180,597.00","$180,597.00"
660292961,CONSEJO DE SALUD DE PUERTO RICO INC                                   ,                                   ,PO BOX 220                         ,MERCEDITA             ,PR,00715-0220,"$30,684,397.00","$54,585,718.00","$54,585,718.00"
660408212,CONSEJO RENAL DE PUERTO RICO INC                                      ,                                   ,117 ELEANOR ROOSEVELT 100 A        ,SAN JUAN              ,PR,00918-0000,"$1,402,632.00","$587,727.00","$587,727.00"
660516349,CONSEJO VECINAL PRO-DESARROLLO DE CANTERA INC                         ,                                   ,CALLE STR ELENA 2423 CISILENOR     ,SANTUNE               ,PR,00915-0000,"$81,107.00","$223,901.00","$223,901.00"
660471799,CONSUMER CREDIT COUNSELING INC                                        ,% ROBERTO BAERGA-PRESIDENT         ,PO BOX 8908                        ,SAN JUAN              ,PR,00910-0908,"$2,721,405.00","$2,535,074.00","$2,535,074.00"
660479191,CONVENTO MADRE DE DIOS INC                                            ,                                   ,CARR 643 BUZON 90                  ,MANATI                ,PR,00674-0000,             ,             ,             
660210172,COOP AHORRO Y CREDITO VEGA BAJENA                                     ,                                   ,PO BOX 4622                        ,VEGA BAJA             ,PR,00694-4622,"$40,621,873.00","$3,107,388.00","$3,107,388.00"
660220429,COOPERATIVA AHORRO Y CREDITO DE                                       ,% MCKINLEY                         ,PO BOX 30562                       ,MANATI                ,PR,00674-8516,"$126,565,486.00","$13,047,905.00","$8,603,627.00"
660312690,COOPERATIVA AHORRO Y CREDITO PEPINIANA                                ,% P O BOX 572                      ,PO BOX 572                         ,SAN SEBASTIAN         ,PR,00685-0572,"$83,727,167.00","$4,475,321.00","$4,475,321.00"
660219584,COOPERATIVA DE AHORRO Y CREDITO CAMUY                                 ,                                   ,300 AVENIDA BALTAZAR JIMENEZ MENDEZ,CAMUY                 ,PR,00627-0000,"$168,354,773.00","$11,309,056.00","$11,309,056.00"
660217490,COOPERATIVA DE AHORRO Y CREDITO DE AGUADA                             ,                                   ,PO BOX 543                         ,AGUADA                ,PR,00602-0543,"$476,968,535.00","$39,697,833.00","$27,025,411.00"
660214491,COOPERATIVA DE AHORRO Y CREDITO DE ISABELA                            ,% PLAZA COOPERATIVA BUILDING       ,PO BOX 552                         ,ISABELA               ,PR,00662-0552,"$306,545,759.00","$16,144,690.00","$16,144,690.00"
660324225,COOPERATIVA DE AHORRO Y CREDITO DE MAYAGUEZ                           ,                                   ,PO BOX 416                         ,MAYAGUEZ              ,PR,00681-0416,"$93,765,218.00","$4,940,232.00","$4,940,232.00"
660228482,COOPERATIVA DE AHORRO Y CREDITO DE RINCON                             ,% BOX 608                          ,PO BOX 608                         ,RINCON                ,PR,00677-0608,"$591,613,014.00","$29,616,786.00","$29,616,786.00"
660227873,COOPERATIVA DE AHORRO Y CREDITO DR M ZENO GANDIA                      ,                                   ,URB VILLA LOS SANTOS CARR 653 KM 10,ARECIBO               ,PR,00612-0000,"$190,513,619.00","$9,815,718.00","$9,815,718.00"
660237982,COOPERATIVA DE AHORRO Y CREDITO HATILLO                               ,% AVE PABLO J AGULILAR EDIFICIO    ,PO BOX 95                          ,HATILLO               ,PR,00659-0095,"$125,633,860.00","$7,764,874.00","$7,764,874.00"
660271958,COOPERATIVA DE AHORRO Y CREDITO MAUNABO                               ,                                   ,PO BOX 127                         ,MAUNABO               ,PR,00707-0127,"$151,355,504.00","$9,370,341.00","$9,370,341.00"
660329330,COOPERATIVA DE AHORRO Y CREDITO MOROVENA                              ,                                   ,PO BOX 577                         ,MOROVIS               ,PR,00687-0577,"$89,373,331.00","$5,683,226.00","$5,683,226.00"
660224450,COOPERATIVA DE AHORRO Y CREDITO SAN RAFAEL DE QUE                     ,                                   ,PO BOX 1531                        ,QUEBRADILLAS          ,PR,00678-1531,"$191,206,860.00","$10,535,352.00","$10,535,352.00"
660258803,COOPERATIVA DE AHORRO Y CREDITO SAULO D RODRIGUEZ                     ,                                   ,APT 678                            ,GURABO                ,PR,00778-0000,"$39,554,943.00","$3,078,775.00","$3,078,775.00"
660270259,COOPERATIVA DE CREDITO CABO ROJO                                      ,                                   ,PO BOX 99                          ,CABO ROJO             ,PR,00623-0099,"$137,293,164.00","$7,808,044.00","$7,808,044.00"
660269897,COOPERATIVA LA SAGRADA FAMILIA                                        ,                                   ,PO BOX 102                         ,COROZAL               ,PR,00783-0102,"$110,435,491.00","$6,953,239.00","$6,953,239.00"
660217489,COOPERATIVE AHORRO Y CREDITO DE AGUADILLA                             ,% AVENIDA SAN CARLOS               ,PO BOX 541                         ,AGUADILLA             ,PR,00605-0541,"$124,665,449.00","$7,531,389.00","$7,531,389.00"
660266453,COOPERATIVE DE AHORRO Y CREDITO DE BARRANQUITAS                       ,                                   ,PO BOX 686                         ,BARRANQUITAS          ,PR,00794-0686,"$182,854,774.00","$13,569,377.00","$13,569,377.00"
660206444,COOPERATIVE DE AHORRO Y CREDITO DE LARE                               ,                                   ,PO BOX 362                         ,LARES                 ,PR,00669-0362,"$114,010,489.00","$8,834,081.00","$8,834,081.00"
660550935,COORDINADORA PAZ PARA LA MUJER INC                                    ,% MS JOSEFINA PANTOJA OQUENDO      ,PO BOX 193008                      ,SAN JUAN              ,PR,00919-3008,"$443,051.00","$499,660.00","$499,660.00"
660612748,COP PROPERTY OWNERS ASSOCIATION INC                                   ,% LIZETTE FIALLO                   ,36 RD 20 BO MONACILLOS STE 714     ,GUAYNABO              ,PR,00966-0000,"$36,674.00","$49,886.00","$49,886.00"
660710860,CORAL FILARMONICA DE SAN JUAN                                         ,% DEBORAH ARUS                     ,PO BOX 19898                       ,SAN JUAN              ,PR,00910-1898,"$16,317.00","$20,576.00","$20,576.00"
660534197,CORALATIONS INC                                                       ,                                   ,PO BOX 750                         ,CULEBRA               ,PR,00775-0750,"$43,581.00","$60,093.00","$60,093.00"
660346216,CORO DE NINOS DE SAN JUAN                                             ,                                   ,PO BOX 19049                       ,SAN JUAN              ,PR,00910-0000,"$837,034.00","$635,031.00","$628,142.00"
660427194,CORP SERV MED PRIM Y PREV DE HATILLO                                  ,                                   ,PO BOX 907                         ,HATILLO               ,PR,00659-0907,"$5,373,116.00","$7,863,649.00","$7,863,649.00"
660503574,CORPORACION DE APOYO A PROGRAMAS EDUCATIVOS Y COMUNITARIOS            ,% MARIA L LARA                     ,PO BOX 4956                        ,CAGUAS                ,PR,00726-4956,"$23,664.00","$121,375.00","$121,375.00"
660453951,CORPORACION DE PUERTO RICO PARA LA DIFUSION PUBLICA                   ,                                   ,PO BOX 190909                      ,SAN JUAN              ,PR,00919-0909,"$20,942,814.00","$27,156,230.00","$27,156,230.00"
660671421,CORPORACION DE SALUD ASEGURADA POR NUESTRA ORG SARIDARIA INC          ,                                   ,PO BOX 1025                        ,CAGUAS                ,PR,00726-1025,"$478,401.00","$1,582,103.00","$1,457,034.00"
660473999,CORPORACION DE SERVICIOS EDUCATIVOS DE YABUCOA                        ,% COSEY                            ,PO BOX 428                         ,YABUCOA               ,PR,00767-0428,"$46,768,181.00","$12,936,348.00","$12,936,348.00"
660503788,CORPORACION DESARROLLADORA DE VIVIENDAS BDAS ISRAEL-BITUMUL INC       ,% COMMUNITY HOUSING DEVELOPMENT ORG,243 CALLE PARIS STE 1845           ,SAN JUAN              ,PR,00917-3632,"$4,189,857.00","$696,190.00","$696,190.00"
660653561,CORPORACION DESARROLLO ECONOMICO DE SALUD Y VIVIENDA                  ,% SRA NILSA LOPEZ RIVERA           ,PO BOX 1800                        ,ARECIBO               ,PR,00613-1800,$0.00,$0.00,$0.00
660244040,CORPORACION EDUCATIVA RAMON BARQUIN                                   ,% OFFICERS OF THE CORPORATION      ,PO BOX 7884                        ,GUAYNABO              ,PR,00970-7884,"$12,154,350.00","$8,099,525.00","$8,099,525.00"
660447891,CORPORACION HOGAR SANTA MARIA EUFRASIA                                ,                                   ,PO BOX 1909                        ,ARECIBO               ,PR,00613-1909,             ,             ,             
660528522,CORPORACION MILAGROS DEL AMOR                                         ,                                   ,PO BOX 6445                        ,CAGUAS                ,PR,00726-6445,"$261,791.00","$1,323,344.00","$1,323,344.00"
660572445,CORPORACION PARA EL DESARROLLO COMUNITARIO                            ,% MARICRUZ RIVERA CLEMENTE         ,HC 1 BOX 7631                      ,LOIZA                 ,PR,00772-9659,"$41,324.00","$152,566.00","$152,566.00"
660490822,CORPORACION PARA EL DESARROLLO DE LA VIVIENDA DE BAYAMON CD           ,                                   ,PO BOX 6309                        ,BAYAMON               ,PR,00960-5309,"$4,694,141.00","$1,418,757.00","$1,418,757.00"
660416567,CORPORACION PARA EL DESARROLLO DEL OESTE INC                          ,                                   ,PO BOX 7999                        ,MAYAGUEZ              ,PR,00681-7999,"$5,937,364.00","$313,278.00","$313,278.00"
660429762,CORPORACION PARA EL DESARROLLO ECONOMICO DE TRUJILLO ALTO             ,                                   ,PO BOX 1685                        ,TRUJILLO ALTO         ,PR,00977-1685,"$756,938.00","$67,928.00","$67,928.00"
660398333,CORPORACION PARA EL FINANCIAMIENTO EMPRESARIAL DEL COMERCIO Y DE LAS  ,                                   ,PO BOX 191791                      ,SAN JUAN              ,PR,00919-1791,"$3,429,500.00","$1,411,784.00","$1,411,784.00"
660696402,CORPORACION PARA EL NUEVO DESARROLLO SOCEOECONOECO Y PLANESE          ,                                   ,PO BOX 1306                        ,BOQUERON              ,PR,00622-1306,             ,             ,             
660421941,CORPORACION PARA RESTAURACION TEATRO OLIVER                           ,% CALLE JAUREGUI ESQ               ,PO BOX 141598                      ,ARECIBO               ,PR,00614-1598,"$4,134,452.00","$66,626.00","$66,626.00"
660657150,CORPORATION FOR THE CONSERVATION OF THE SAN JUAN BAY ESTUARY          ,% JAVIER LAUREANO                  ,PO BOX 9509                        ,SAN JUAN              ,PR,00908-0509,"$274,872.00","$1,887,817.00","$1,887,817.00"
660562903,CORRECTIONAL HEALTH SERVICES CORPORATION                              ,% METRO OFFICE PARK                ,METRO OFFICE PARK CALLE 1 LOTE 18  ,GUAYNABO              ,PR,00968-0000,"$8,771,961.00","$15,396,654.00","$15,396,654.00"
660678912,CORTES FOUNDATION INC                                                 ,% GREGORIO CORTES                  ,PO BOX 16871                       ,SAN JUAN              ,PR,00908-6871,"$1,056,049.00","$172,958.00","$172,958.00"
660434923,COSSMA INC                                                            ,% BRENDA L RIVERA                  ,PO BOX 1330                        ,CIDRA                 ,PR,00739-1330,"$25,259,876.00","$18,963,457.00","$18,963,457.00"
660585251,CREARTE INC                                                           ,% MIGUEL UBINAS LAZZARINI          ,PO BOX 190969                      ,SAN JUAN              ,PR,00919-0969,"$527,788.00","$974,373.00","$974,373.00"
660542473,CRISTO LA ROCA AD                                                     ,                                   ,PO BOX 31                          ,SAN ANTONIO           ,PR,00690-0031,             ,             ,             
660454756,CUARZO BLANCO INC                                                     ,                                   ,PO BOX 190851                      ,SAN JUAN              ,PR,00919-0851,"$20,289.00","$78,202.00","$78,202.00"
660543082,CUIDAD MISTICA INC                                                    ,                                   ,PO BOX 474                         ,SABANA GRANDE         ,PR,00637-0474,"$16,343,837.00","$163,465.00","$163,465.00"
660601338,CUIDO MATERNO DE TITI POLLY INC                                       ,% PAULA M COLON FERNANDEZ          ,PO BOX 2579                        ,JUNCOS                ,PR,00777-2579,"$12,552.00","$282,759.00","$282,759.00"
660432361,CULTURARTE DE PUERTO RICO INC                                         ,% GUILLERMO L MARTINEZ             ,PO BOX 365051                      ,SAN JUAN              ,PR,00936-5051,"$719,746.00","$691,744.00","$691,744.00"
660603398,CUMBRE SOCIAL INC                                                     ,% JIMMY LOPEZ TORRES               ,1214 CALLE CADIZ                   ,SAN JUAN              ,PR,00920-3841,"$23,635.00","$68,798.00","$68,798.00"
660668404,CUPEY HOME FOR THE ELDERLY I INC                                      ,% ANIBAL DIAZ DIAZ                 ,1802 CONDOMINIO MUNDO FELIZ        ,CAROLINA              ,PR,00979-5813,$0.00,$0.00,$0.00
660597473,DANZACTIVA INC                                                        ,% YRSA DAVILA                      ,PO BOX 194000 PMB 131              ,SAN JUAN              ,PR,00919-4000,"$22,557.00","$107,182.00","$107,182.00"
660617829,DAVIS-VILLAMIL FAMILY FOUNDATION INC                                  ,% RICARDO MUNIZ                    ,2 MADRID ST PALMA REAL APT 15 JK   ,SAN JUAN              ,PR,00907-0000,"$343,567.00","$366,605.00",             
660725753,DE LA TORRE EDUCATION RESORT CORP                                     ,% ESTHER PAGAN SERRANO             ,PO BOX 2423                        ,ARECIBO               ,PR,00613-2423,             ,             ,             
660771775,DEPRESSION AND BIPOLAR SUPPORT ALLIANCE                               ,% KATY CASTRO                      ,1614 CALLE TIBER                   ,SAN JUAN              ,PR,00926-2950,             ,             ,             
660652210,DERECHO AL MANA INC                                                   ,% MARIA CHABRIER TREASURER         ,PO BOX 79001                       ,CAROLINA              ,PR,00984-9001,             ,             ,             
660687917,DESARROLLO INTEGRAL DEL SUR INC                                       ,% VIVIAN PUIG                      ,3540 AVENIDA SANTIAGO DE LOS CABALL,PONCE                 ,PR,00716-2030,"$60,394.00","$191,039.00","$191,039.00"
660765836,DESARROLLOS RODESMA INC                                               ,% ELIUD RODRIGUEZ                  ,HC 2 BOX 6985                      ,FLORIDA               ,PR,00650-9103,             ,             ,             
660540331,DESARROLLOS UNIVERSITARIOS INC                                        ,                                   ,3 AVENIDA UNIVERSIDAD RIO PIEDRAS  ,SAN JUAN              ,PR,00925-0000,"$86,004,639.00","$8,022,920.00","$8,022,920.00"
660498051,DEWEY UNIVERSITY INC                                                  ,% CALLE CALAF                      ,PO BOX 19538                       ,SAN JUAN              ,PR,00910-1538,"$36,402,256.00","$29,643,738.00","$29,643,738.00"
237282006,DISABLED AMERICAN VETERANS                                            ,% DISABLED AMERICAN VETERANS       ,PO BOX 5336                        ,CAGUAS                ,PR,00726-5336,$0.00,$0.00,$0.00
660779955,DISABLED AMERICAN VETERANS                                            ,% RAQUEL ECHEVARRIA                ,COM MORA-GUERRERO CALLE 1 BZN 107  ,ISABELA               ,PR,00662-0000,             ,             ,             
660778851,DISABLED AMERICAN VETERANS                                            ,% MINERVA SANTIAGO                 ,PO BOX 1507                        ,CABO ROJO             ,PR,00623-1507,             ,             ,             
237352551,DISABLED AMERICAN VETERANS                                            ,% ALEJANDRO D MURPHY LUGO          ,PO BOX 363604                      ,SAN JUAN              ,PR,00936-3604,"$210,856.00","$59,130.00","$59,130.00"
660780454,DISABLED AMERICAN VETERANS AUXILIARY                                  ,% NILSA RIOS-TORRES                ,HC 2 BOX 7221                      ,CIALES                ,PR,00638-9711,$0.00,$0.00,$0.00
660720625,DISABLED AMERICAN VETERANS AUXILIARY INC                              ,% MARIA H TORRES                   ,PO BOX 266                         ,PUERTO REAL           ,PR,00740-0266,$0.00,$0.00,$0.00
660787190,DISABLED AMERICAN VETERANS AUXILIARY UNIT 14 AGUAVILLA                ,% NORMA I RODRIGUEZ                ,PO BOX 2141                        ,AGUADILLA             ,PR,00605-2141,$0.00,$0.00,$0.00
